attributes,Id,Name,Territory__c,BillingState,BillingCountry
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTU6rQAG'})",0010L00001jTU6rQAG,"Saskatoon Co-operative Association Limited, The",,Saskatchewan,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTUO6QAO'})",0010L00001jTUO6QAO,"Sanden International (U.S.A.), Inc.",,Texas,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTUPpQAO'})",0010L00001jTUPpQAO,"Sensormatic International, Inc.",,Florida,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTUqfQAG'})",0010L00001jTUqfQAG,Rogers Media Inc,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTUrLQAW'})",0010L00001jTUrLQAW,"Sabic Innovative Plastics Mt. Vernon, LLC",,Indiana,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTUtyQAG'})",0010L00001jTUtyQAG,"Saab North America, Inc.",,Virginia,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTWJzQAO'})",0010L00001jTWJzQAO,"Scott Technologies, Inc.",,North Carolina,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTWLpQAO'})",0010L00001jTWLpQAO,"Rumpke Transportation Company, LLC",,Ohio,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTWYLQA4'})",0010L00001jTWYLQA4,"Rug Doctor, LLC",,Texas,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTXT6QAO'})",0010L00001jTXT6QAO,Schering-Plough Canada Inc,,Quebec,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTXavQAG'})",0010L00001jTXavQAG,SECU Of Maryland,,Maryland,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTXqDQAW'})",0010L00001jTXqDQAW,Rust Consulting Inc.,,Minnesota,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTdoKQAS'})",0010L00001jTdoKQAS,Rogers Broadcasting Limited,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTdoNQAS'})",0010L00001jTdoNQAS,Rogers Publishing Limited,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTdqLQAS'})",0010L00001jTdqLQAS,"Russell Hobbs, Inc.",,Florida,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTdr1QAC'})",0010L00001jTdr1QAC,Safeguard Services LLC,,Texas,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTdt2QAC'})",0010L00001jTdt2QAC,Sanden North America Inc.,,Kansas,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTdtSQAS'})",0010L00001jTdtSQAS,"Santa Clara, Inc.",,North Carolina,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTdw3QAC'})",0010L00001jTdw3QAC,Scios LLC,,New Jersey,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001jTdxNQAS'})",0010L00001jTdxNQAS,"Semiconductor Components Industries Of Rhode Island, Inc",,Rhode Island,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001kUtCQQA0'})",0010L00001kUtCQQA0,Rogers Communications Inc - Holding Account,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001kVQbSQAW'})",0010L00001kVQbSQAW,Schindler Digital Business AG,,Massachusetts,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001kVffeQAC'})",0010L00001kVffeQAC,Sedex,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001kWnUmQAK'})",0010L00001kWnUmQAK,Sector Alarm Holding,,,Norway
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001kX20mQAC'})",0010L00001kX20mQAC,Royal London (CIS) Limited,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001kYeymQAC'})",0010L00001kYeymQAC,Sentient Interactive,,New Jersey,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001mly4yQAA'})",0010L00001mly4yQAA,Saab AB,,,Sweden
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001pB1LVQA0'})",0010L00001pB1LVQA0,Rosetta Stone UK,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001qw2aVQAQ'})",0010L00001qw2aVQAQ,SCA AB,,,Sweden
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001rFlWGQA0'})",0010L00001rFlWGQA0,Safway Group,,Wisconsin,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001rGDFfQAO'})",0010L00001rGDFfQAO,Rural King,,Illinois,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010L00001rq7xwQAA'})",0010L00001rq7xwQAA,Sangemino Agency,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001YYuIxAAL'})",0010h00001YYuIxAAL,Rogers - Small Medium Business,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001Ya7GBAAZ'})",0010h00001Ya7GBAAZ,Rogers Memorial Hospital,,Wisconsin,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001Yb48bAAB'})",0010h00001Yb48bAAB,Rolls-Royce Power Systems AG,,South Carolina,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001YrRcsAAF'})",0010h00001YrRcsAAF,Rogers - Consumer Care,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001Yry28AAB'})",0010h00001Yry28AAB,SAS Safety Corp.,,California,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001YsVavAAF'})",0010h00001YsVavAAF,Rogers - Retail,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001ZxoRwAAJ'})",0010h00001ZxoRwAAJ,Rogers Field Services,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001aARrqAAG'})",0010h00001aARrqAAG,Salesforce UK,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001ax7TmAAI'})",0010h00001ax7TmAAI,RPC Zeller Plastik and Bramlage Morgantown,,Illinois,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001axX4YAAU'})",0010h00001axX4YAAU,Rogers Bank,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001azPGjAAM'})",0010h00001azPGjAAM,SAF-Holland,,,Denmark
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cDaHpAAK'})",0010h00001cDaHpAAK,SAP UK,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtdDAAQ'})",0010h00001cxtdDAAQ,Schroder Investment Management Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtfYAAQ'})",0010h00001cxtfYAAQ,Sainsbury's Supermarkets Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtg6AAA'})",0010h00001cxtg6AAA,Scottish Widows,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtgnAAA'})",0010h00001cxtgnAAA,S&P Global Ratings,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxthAAAQ'})",0010h00001cxthAAAQ,SEDA International Packaging Group,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxthLAAQ'})",0010h00001cxthLAAQ,Rolls-Royce Holdings Plc,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxthQAAQ'})",0010h00001cxthQAAQ,Rolls-Royce Power Engineering PLC,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtiTAAQ'})",0010h00001cxtiTAAQ,RUAG MRO Schweiz,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtiyAAA'})",0010h00001cxtiyAAA,Royal Borough of Kensington and Chelsea,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtjlAAA'})",0010h00001cxtjlAAA,RUAG Space Finland Oy Ab,,,Finland
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtjnAAA'})",0010h00001cxtjnAAA,Royal Unibrew,,,Denmark
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtkdAAA'})",0010h00001cxtkdAAA,RUAG Space,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtl3AAA'})",0010h00001cxtl3AAA,Scapa,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtlxAAA'})",0010h00001cxtlxAAA,RUAG MRO International,,,Sweden
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtmCAAQ'})",0010h00001cxtmCAAQ,Sellafield Limited,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtpaAAA'})",0010h00001cxtpaAAA,Santander UK,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtpgAAA'})",0010h00001cxtpgAAA,Samworth Brothers,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtrCAAQ'})",0010h00001cxtrCAAQ,Sanctuary Housing Association,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtraAAA'})",0010h00001cxtraAAA,Rolta UK Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtsZAAQ'})",0010h00001cxtsZAAQ,Scott Bader Co. Ltd,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtxLAAQ'})",0010h00001cxtxLAAQ,SABIC,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtxoAAA'})",0010h00001cxtxoAAA,Sanctuary Group,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtyKAAQ'})",0010h00001cxtyKAAQ,Schawk!,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxtzHAAQ'})",0010h00001cxtzHAAQ,Rps Energy Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxu1TAAQ'})",0010h00001cxu1TAAQ,SAICA Group,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxu1UAAQ'})",0010h00001cxu1UAAQ,Sandvik Coromant,,,Sweden
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxu2IAAQ'})",0010h00001cxu2IAAQ,Schindler Ltd (Uk),,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxu2RAAQ'})",0010h00001cxu2RAAQ,Royal IHC,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxu3KAAQ'})",0010h00001cxu3KAAQ,SEI,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxu3SAAQ'})",0010h00001cxu3SAAQ,Sanmina-SCI,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxu3eAAA'})",0010h00001cxu3eAAA,SAGE Publishing,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxu4LAAQ'})",0010h00001cxu4LAAQ,Rosewood Hotels & Resorts,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxu5zAAA'})",0010h00001cxu5zAAA,Selco Trade Centres,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuAAAAY'})",0010h00001cxuAAAAY,Semcon Product Information UK Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuATAAY'})",0010h00001cxuATAAY,Scot Group t/a Thrifty Car & Van Rental,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuAWAAY'})",0010h00001cxuAWAAY,RPC bpi group,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuC6AAI'})",0010h00001cxuC6AAI,Sanoma Media Finland,,,Finland
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuCKAAY'})",0010h00001cxuCKAAY,Sca Timber Supply Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuN6AAI'})",0010h00001cxuN6AAI,Sanmina Ireland,,,Ireland
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuPQAAY'})",0010h00001cxuPQAAY,Saga plc.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuVEAAY'})",0010h00001cxuVEAAY,Rpc Containers Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuVbAAI'})",0010h00001cxuVbAAI,SEACHILL,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuW4AAI'})",0010h00001cxuW4AAI,sanef groupe,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001cxuvEAAQ'})",0010h00001cxuvEAAQ,Saipem Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001d18NKAAY'})",0010h00001d18NKAAY,Rockwool,,,Denmark
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001dwYKfAAM'})",0010h00001dwYKfAAM,Ruler Foods,,Indiana,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001fdWthAAE'})",0010h00001fdWthAAE,S Group,,,Finland
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001iLUDhAAO'})",0010h00001iLUDhAAO,Route 66 Shop N Save - Holding Account,,Pennsylvania,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001ikESjAAM'})",0010h00001ikESjAAM,Rocky Mountain Soap Company,,Alberta,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001j707nAAA'})",0010h00001j707nAAA,Sabio,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001j76y5AAA'})",0010h00001j76y5AAA,SeaLegacy,,British Columbia,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001jUovTAAS'})",0010h00001jUovTAAS,Rogers Tech Ops,,California,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001jWLSuAAO'})",0010h00001jWLSuAAO,Rocky Mountain Soap Company - Holding Account,,Alberta,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0010h00001ktZHKAA2'})",0010h00001ktZHKAA2,Security Industry Authority,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001lbaoqAAA'})",0018a00001lbaoqAAA,ROYCE New York,,New York,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001mX26ZAAS'})",0018a00001mX26ZAAS,Rolling Rack Boutique,,Arizona,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001ndTWEAA2'})",0018a00001ndTWEAA2,Sapphire Balconies Ltd,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001oeuaBAAQ'})",0018a00001oeuaBAAQ,Roebuck Global Resourcing Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001oeufVAAQ'})",0018a00001oeufVAAQ,Royal Hospital for Neuro-disability,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001oeugOAAQ'})",0018a00001oeugOAAQ,"Saïd Business School, University of Oxford",,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tDFZ4AAO'})",0018a00001tDFZ4AAO,RTGS.global,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tDQ1gAAG'})",0018a00001tDQ1gAAG,Ryman,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tDQ2JAAW'})",0018a00001tDQ2JAAW,Seasalt,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tEChGAAW'})",0018a00001tEChGAAW,RS Group,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tEJdnAAG'})",0018a00001tEJdnAAG,Rotork,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tENp1AAG'})",0018a00001tENp1AAG,RSSB,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tEUJxAAO'})",0018a00001tEUJxAAO,Scandinavian Tobacco Group,,,Denmark
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tEUlLAAW'})",0018a00001tEUlLAAW,Rogers Communications,,Ontario,Canada
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tEUltAAG'})",0018a00001tEUltAAG,Sam's Club,,Arkansas,United States
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001tEYjrAAG'})",0018a00001tEYjrAAG,Sanne,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a00001uBGESAA4'})",0018a00001uBGESAA4,Samsoe,,,Denmark
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a000020rAjtAAE'})",0018a000020rAjtAAE,Sanistål A/S,,,Denmark
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a000020rB0XAAU'})",0018a000020rB0XAAU,Runsvengruppen AB,,,Sweden
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a000020rCGXAA2'})",0018a000020rCGXAA2,Scottish Leather,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a000020rGH7AAM'})",0018a000020rGH7AAM,Sahva A/S,,,Denmark
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a000020rJNRAA2'})",0018a000020rJNRAA2,Royal London Mutual Insurance Society,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a000026gJMbAAM'})",0018a000026gJMbAAM,Scania (Great Britain) Limited,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a000026gJMqAAM'})",0018a000026gJMqAAM,Safety-Kleen Europe Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a000026gJOQAA2'})",0018a000026gJOQAA2,Samsung Electronics (UK) Ltd.,,,United Kingdom
"OrderedDict({'type': 'Account', 'url': '/services/data/v59.0/sobjects/Account/0018a000026gJP4AAM'})",0018a000026gJP4AAM,Scrivens Ltd.,,,United Kingdom
